0  0.0, 60.545074770836564, 41.51662213294909, 60.545074770836564, 60.545074770836564, 41.51662213294909, 27.677748088632725, 27.677748088632725, 27.677748088632725, 27.677748088632725, 55.35549700421794, 41.51662213294909, 27.677748088632725, 27.677748088632725, 55.35549700421794, 27.677748088632725, 27.677748088632725, 58.81521565312244, 60.545074770836564, 27.677748088632725, 27.677748088632725, 27.677748088632725, 41.51662213294909, 58.81521565312244, 60.545074770836564, 41.51662213294909, 41.51662213294909, 48.436059706408926, 27.677748088632725, 60.545074770836564, 27.677748088632725, 60.545074770836564, 27.677748088632725, 48.436059706408926, 48.436059706408926, 55.35549700421794, 58.81521565312244, 27.677748088632725, 41.51662213294909, 27.677748088632725, 27.677748088632725, 55.35549700421794, 48.436059706408926, 27.677748088632725, 41.51662213294909, 27.677748088632725, 48.436059706408926, 41.51662213294909, 27.677748088632725, 27.677748088632725, 60.545074770836564, 27.677748088632725, 41.51662213294909 
1  60.54507477083656, 0.0, 58.815215653122436, 64.0047926617012, 60.54507477083656, 57.08535639758289, 57.08535639758289, 27.67774808863272, 64.0047926617012, 64.0047926617012, 58.815215653122436, 58.815215653122436, 27.67774808863272, 62.27493375072524, 60.54507477083656, 62.27493375072524, 62.27493375072524, 64.0047926617012, 64.0047926617012, 27.67774808863272, 62.27493375072524, 27.67774808863272, 57.08535639758289, 58.815215653122436, 60.54507477083656, 58.815215653122436, 58.815215653122436, 62.27493375072524, 62.27493375072524, 64.0047926617012, 57.08535639758289, 64.0047926617012, 27.67774808863272, 64.0047926617012, 58.815215653122436, 62.27493375072524, 58.815215653122436, 27.67774808863272, 57.08535639758289, 27.67774808863272, 62.27493375072524, 62.27493375072524, 58.815215653122436, 58.815215653122436, 55.35549700421793, 27.67774808863272, 48.43605970640892, 58.815215653122436, 62.27493375072524, 27.67774808863272, 60.54507477083656, 62.27493375072524, 62.27493375072524 
2  41.51662213294909, 67.464512206471, 0.0, 67.464512206471, 67.464512206471, 65.73465295093145, 55.35549672856711, 64.00479355756649, 41.51662213294909, 65.73465295093145, 67.464512206471, 67.464512206471, 55.35549672856711, 65.73465295093145, 41.51662213294909, 65.73465295093145, 65.73465295093145, 65.73465295093145, 41.51662213294909, 55.35549672856711, 55.35549672856711, 41.51662213294909, 65.73465295093145, 67.464512206471, 67.464512206471, 67.464512206471, 67.464512206471, 65.73465295093145, 65.73465295093145, 67.464512206471, 65.73465295093145, 67.464512206471, 64.00479355756649, 65.73465295093145, 65.73465295093145, 67.464512206471, 65.73465295093145, 64.00479355756649, 65.73465295093145, 65.73465295093145, 65.73465295093145, 67.464512206471, 41.51662213294909, 65.73465295093145, 62.27493402637612, 55.35549672856711, 48.436059706408926, 67.464512206471, 65.73465295093145, 55.35549672856711, 67.464512206471, 48.436059706408926, 67.464512206471 
3  83.0332461954538, 86.49296408631845, 79.57352789111285, 0.0, 83.0332461954538, 77.8436686355733, 81.30338707773969, 88.22282292838169, 86.49296408631845, 86.49296408631845, 83.0332461954538, 79.57352789111285, 88.22282292838169, 84.76310517534249, 62.2749340263761, 84.76310517534249, 88.22282292838169, 86.49296408631845, 86.49296408631845, 88.22282292838169, 88.22282292838169, 76.11380924220833, 81.30338707773969, 79.57352789111285, 83.0332461954538, 83.0332461954538, 83.0332461954538, 84.76310517534249, 88.22282292838169, 88.22282292838169, 81.30338707773969, 86.49296408631845, 88.22282292838169, 86.49296408631845, 79.57352789111285, 88.22282292838169, 81.30338707773969, 83.0332461954538, 77.8436686355733, 83.0332461954538, 84.76310517534249, 88.22282292838169, 79.57352789111285, 79.57352789111285, 83.0332461954538, 88.22282292838169, 48.43605970640891, 79.57352789111285, 84.76310517534249, 81.30338707773969, 83.0332461954538, 84.76310517534249, 84.76310517534249 
4  70.92423051081195, 70.92423051081195, 67.464512206471, 70.92423051081195, 0.0, 65.73465295093145, 27.677748088632725, 27.677748088632725, 27.677748088632725, 27.677748088632725, 70.92423051081195, 67.464512206471, 27.677748088632725, 27.677748088632725, 62.27493402637612, 27.677748088632725, 27.677748088632725, 67.464512206471, 70.92423051081195, 27.677748088632725, 27.677748088632725, 27.677748088632725, 69.19437139309784, 67.464512206471, 70.92423051081195, 70.92423051081195, 70.92423051081195, 65.73465295093145, 27.677748088632725, 70.92423051081195, 27.677748088632725, 70.92423051081195, 69.19437139309784, 67.464512206471, 67.464512206471, 70.92423051081195, 69.19437139309784, 64.00479355756649, 65.73465295093145, 70.92423051081195, 27.677748088632725, 70.92423051081195, 67.464512206471, 27.677748088632725, 70.92423051081195, 27.677748088632725, 48.436059706408926, 67.464512206471, 27.677748088632725, 69.19437139309784, 70.92423051081195, 27.677748088632725, 67.464512206471 
5  41.51662213294909, 53.62563788650381, 53.62563788650381, 53.62563788650381, 53.62563788650381, 0.0, 27.677748088632725, 27.677748088632725, 27.677748088632725, 27.677748088632725, 53.62563788650381, 41.51662213294909, 27.677748088632725, 27.677748088632725, 41.51662213294909, 27.677748088632725, 27.677748088632725, 53.62563788650381, 41.51662213294909, 27.677748088632725, 27.677748088632725, 27.677748088632725, 53.62563788650381, 53.62563788650381, 53.62563788650381, 53.62563788650381, 53.62563788650381, 53.62563788650381, 27.677748088632725, 53.62563788650381, 27.677748088632725, 53.62563788650381, 27.677748088632725, 53.62563788650381, 53.62563788650381, 53.62563788650381, 53.62563788650381, 27.677748088632725, 53.62563788650381, 27.677748088632725, 27.677748088632725, 53.62563788650381, 41.51662213294909, 27.677748088632725, 41.51662213294909, 27.677748088632725, 41.51662213294909, 53.62563788650381, 27.677748088632725, 27.677748088632725, 53.62563788650381, 27.677748088632725, 53.62563788650381 
6  27.677748088632725, 65.73465281310602, 55.35549672856711, 67.46451199973286, 27.677748088632725, 27.677748088632725, 0.0, 67.46451199973286, 41.51662213294909, 58.815215515297034, 55.35549672856711, 27.677748088632725, 67.46451199973286, 65.73465281310602, 41.51662213294909, 65.73465281310602, 67.46451199973286, 65.73465281310602, 41.51662213294909, 67.46451199973286, 67.46451199973286, 41.51662213294909, 27.677748088632725, 58.815215515297034, 27.677748088632725, 27.677748088632725, 27.677748088632725, 65.73465281310602, 67.46451199973286, 67.46451199973286, 55.35549672856711, 58.815215515297034, 67.46451199973286, 65.73465281310602, 65.73465281310602, 67.46451199973286, 55.35549672856711, 64.00479341974106, 65.73465281310602, 58.815215515297034, 65.73465281310602, 67.46451199973286, 41.51662213294909, 65.73465281310602, 27.677748088632725, 67.46451199973286, 27.677748088632725, 27.677748088632725, 65.73465281310602, 62.2749338885507, 55.35549672856711, 65.73465281310602, 65.73465281310602 
7  27.67774808863272, 27.67774808863272, 57.08535584628122, 62.27493299268541, 27.67774808863272, 27.67774808863272, 58.81521503290805, 0.0, 27.67774808863272, 27.67774808863272, 58.81521503290805, 27.67774808863272, 62.27493299268541, 27.67774808863272, 27.67774808863272, 51.89577794183719, 62.27493299268541, 27.67774808863272, 27.67774808863272, 62.27493299268541, 62.27493299268541, 48.436059155107266, 27.67774808863272, 27.67774808863272, 27.67774808863272, 27.67774808863272, 27.67774808863272, 27.67774808863272, 62.27493299268541, 62.27493299268541, 58.81521503290805, 27.67774808863272, 62.27493299268541, 27.67774808863272, 27.67774808863272, 62.27493299268541, 55.35549631509085, 60.54507415062217, 57.08535584628122, 58.81521503290805, 27.67774808863272, 62.27493299268541, 27.67774808863272, 27.67774808863272, 27.67774808863272, 62.27493299268541, 27.67774808863272, 27.67774808863272, 27.67774808863272, 58.81521503290805, 55.35549631509085, 27.67774808863272, 27.67774808863272 
8  27.677748088632725, 58.815215032908, 41.51662213294909, 58.815215032908, 27.677748088632725, 27.677748088632725, 41.51662213294909, 27.677748088632725, 0.0, 58.815215032908, 48.436059706408926, 27.677748088632725, 27.677748088632725, 41.51662213294909, 55.355497142043355, 41.51662213294909, 41.51662213294909, 58.815215032908, 58.815215032908, 27.677748088632725, 57.08535612193204, 27.677748088632725, 27.677748088632725, 53.62563788650381, 27.677748088632725, 27.677748088632725, 27.677748088632725, 57.08535612193204, 41.51662213294909, 58.815215032908, 41.51662213294909, 58.815215032908, 27.677748088632725, 58.815215032908, 55.355497142043355, 57.08535612193204, 48.436059706408926, 27.677748088632725, 41.51662213294909, 27.677748088632725, 57.08535612193204, 57.08535612193204, 55.355497142043355, 55.355497142043355, 27.677748088632725, 27.677748088632725, 27.677748088632725, 27.677748088632725, 41.51662213294909, 27.677748088632725, 48.436059706408926, 57.08535612193204, 41.51662213294909 
9  27.677748088632725, 62.27493430202682, 57.08535715562263, 62.27493430202682, 27.677748088632725, 27.677748088632725, 51.89577849313885, 27.677748088632725, 62.27493430202682, 0.0, 57.08535715562263, 27.677748088632725, 27.677748088632725, 51.89577849313885, 51.89577849313885, 48.436059706408926, 60.54507539105086, 62.27493430202682, 62.27493430202682, 27.677748088632725, 60.54507539105086, 27.677748088632725, 27.677748088632725, 57.08535715562263, 27.677748088632725, 27.677748088632725, 27.677748088632725, 60.54507539105086, 48.436059706408926, 62.27493430202682, 51.89577849313885, 62.27493430202682, 27.677748088632725, 62.27493430202682, 58.815216411162176, 60.54507539105086, 58.815216411162176, 27.677748088632725, 48.436059706408926, 27.677748088632725, 60.54507539105086, 60.54507539105086, 58.815216411162176, 58.815216411162176, 27.677748088632725, 27.677748088632725, 27.677748088632725, 27.677748088632725, 51.89577849313885, 27.677748088632725, 58.815216411162176, 60.54507539105086, 60.54507539105086 
